TimeStamp,Type,CoinId,Amount,CashValue
2019-04-02 17:39:34.252848,1,ETH,479.06310058485167,450000.0
2019-04-03 17:39:34.253478,2,ETH,0.27849754136538274,263.13174380909186
2019-04-05 17:39:34.254106,2,ETH,0.141807452980077,134.38139540754491
2019-04-06 17:39:34.254491,2,ETH,3.9694009677618847,4101.689068586915
2019-04-07 17:39:34.254885,2,ETH,3.9861749384850045,4496.637124343426
2019-04-09 17:39:34.255845,1,ETH,5.308029112448309e-14,5.820766091346741e-11
2019-04-12 17:39:34.257208,2,ETH,1.1828440244643257,1368.7127986688865
2019-04-13 17:39:34.257689,2,ETH,1.2278341428597983,1458.9259429278318
2019-04-14 17:39:34.258188,2,ETH,0.8180732998638677,989.3270532446913
2019-04-15 17:39:34.258692,1,ETH,5.300221495910294e-14,5.820766091346741e-11
2019-04-16 17:39:34.259186,2,ETH,5.272123738573436e-14,5.820766091346741e-11
2019-04-29 17:39:34.263094,2,ETH,467.4584682170714,487236.6572500233
2019-05-10 17:39:34.263327,1,ETH,421.8205423179022,495044.5161393104
2019-05-13 17:39:34.264104,2,ETH,0.20960229258415913,247.2156395921484
2019-05-14 17:39:34.264395,2,ETH,4.233707825100934,5550.853362248163
2019-05-16 17:39:34.264977,2,ETH,2.412089383584364,3356.489493425354
2019-05-17 17:39:34.265275,2,ETH,6.103909623144335,9958.618189331843
2019-05-19 17:39:34.265789,2,ETH,0.6749822477237928,1119.728868331411
