TimeStamp,Type,CoinId,Amount,CashValue
2017-03-10 17:32:22.684477,1,BTC,67.43421373491505,450000.0
2017-03-11 17:32:22.685108,2,BTC,0.13109075835649098,892.133873726707
2017-03-12 17:32:22.685471,2,BTC,0.2525048381011574,1785.397157013067
2017-03-13 17:32:22.685767,2,BTC,0.08351585522092544,597.967328808736
2017-03-16 17:32:22.686674,2,BTC,0.13533528093848265,988.9770262939273
2017-03-17 17:32:22.687013,2,BTC,7.965653576032165e-15,5.820766091346741e-11
2017-03-29 17:32:22.690000,2,BTC,0.10898509105178707,809.623027155525
2017-03-30 17:32:22.690310,2,BTC,0.21468183373613692,1647.8372146356269
2017-03-31 17:32:22.690653,2,BTC,0.008199892957011267,63.0177615697612
2017-04-01 17:32:22.690937,2,BTC,0.309894912920811,2498.0116391879274
2017-04-04 17:32:22.691709,2,BTC,0.03863648858066979,313.2709724152228
2017-04-06 17:32:22.692241,2,BTC,0.2399709302448328,2018.9635654739104
2017-04-07 17:32:22.692711,2,BTC,0.15768787273837223,1359.203875622945
2017-04-08 17:32:22.693028,2,BTC,0.1294697078602245,1138.3900442103622
2017-04-15 17:32:22.694592,2,BTC,65.62424027220813,506113.2679286188
2017-05-14 17:32:22.695166,1,BTC,62.613120102647585,513203.4552732594
2017-05-15 17:32:22.695510,2,BTC,0.0835106814449059,693.7414783770218
2017-05-22 17:32:22.697183,2,BTC,0.02280224085492326,190.11648186173989
2017-05-24 17:32:22.697681,2,BTC,0.08943625107780905,756.5100494199432
2017-05-26 17:32:22.698185,2,BTC,0.01622235454368458,137.5768020368414
2017-05-28 17:32:22.698782,2,BTC,0.09115038734748598,784.4774058299372
2017-05-29 17:32:22.699057,2,BTC,0.07526243262258085,655.6586986749899
2017-05-30 17:32:22.699343,2,BTC,0.08429721265994052,744.4499940733658
2017-05-31 17:32:22.699610,2,BTC,0.16808685469951903,1525.679756636266
2017-06-01 17:32:22.699873,2,BTC,0.024900317696132566,226.92520525422879
2017-06-02 17:32:22.700147,2,BTC,0.11909045256179619,1106.582458511577
2017-06-03 17:32:22.700416,2,BTC,0.3196961937177153,3132.5495454294137
2017-06-04 17:32:22.700679,2,BTC,0.12835362129165284,1284.4750367398376
2017-06-05 17:32:22.700941,2,BTC,0.1622258653856659,1667.5097099880222
2017-06-06 17:32:22.701220,2,BTC,0.1883395007055805,1997.3698850302026
2017-06-07 17:32:22.701486,2,BTC,0.07195929721137198,772.2435313508613
2017-06-08 17:32:22.701752,2,BTC,0.0901699850184295,982.2011833498254
2017-06-09 17:32:22.702015,2,BTC,0.06453102622064666,710.4527103306027
2017-06-10 17:32:22.702294,2,BTC,0.45292422177499936,5387.72529848828
2017-06-11 17:32:22.702619,2,BTC,0.11573109313912383,1403.5817992496304
2017-06-12 17:32:22.702892,2,BTC,0.10169662698604272,1254.5500312879449
2017-06-13 17:32:22.703175,2,BTC,0.20149319306134136,2571.8230304361787
2017-06-20 17:32:22.704821,2,BTC,0.4033144538000419,5519.192133528995
2017-06-21 17:32:22.705106,2,BTC,0.2770800430417231,3976.8001908290894
2017-06-23 17:32:22.705610,2,BTC,0.243091922090052,3638.2270858953707
2017-06-24 17:32:22.705875,2,BTC,0.3760984986941648,6011.98745621962
2017-06-25 17:32:22.706151,2,BTC,0.29618412968257074,4986.39519117109
2017-07-04 17:32:22.708293,2,BTC,0.03994268248088296,677.088590679341
2017-07-05 17:32:22.708564,2,BTC,0.06212220771285391,1064.405745806289
2017-07-07 17:32:22.709054,2,BTC,0.3654320069291604,6680.482850797242
2017-07-08 17:32:22.709370,2,BTC,0.3492084676907239,6793.80570087838
2017-07-11 17:32:22.710125,2,BTC,0.1678102090180781,3362.818692861125
2017-07-12 17:32:22.710417,2,BTC,0.015454715252238958,310.54016361548565
2017-07-16 17:32:22.711183,2,BTC,57.34550095623376,962220.4658926541
2017-08-29 17:32:22.711958,1,BTC,50.7149166412345,981225.9143358896
2017-09-02 17:32:22.713005,2,BTC,0.03718536206058422,724.7719685402698
2017-09-03 17:32:22.713300,2,BTC,0.5562085978475896,12177.469831721855
2017-09-05 17:32:22.713799,2,BTC,0.1797668763720574,4082.176047703018
2017-09-06 17:32:22.714070,2,BTC,0.08710786725831206,2013.1734511863904
2017-09-08 17:32:22.714612,2,BTC,0.2517749348609951,6128.330226929159
2017-09-09 17:32:22.714882,2,BTC,0.2989033649229579,7741.98682124028
2017-09-10 17:32:22.715166,2,BTC,0.22462721102686528,6095.863054395188
2017-09-11 17:32:22.715433,2,BTC,0.29204437909362524,8426.844622226432
2017-09-13 17:32:22.715923,2,BTC,0.07196240404372727,2107.5382098555565
2017-09-26 17:32:22.718975,2,BTC,0.14854964849922467,4487.357339406852
2017-09-28 17:32:22.719493,2,BTC,0.29072683936094695,9341.4049367283
2017-10-01 17:32:22.720228,2,BTC,11.48446144119194,317715.31976651505
2017-10-02 17:32:22.720279,2,BTC,36.79159771469568,1053019.3761452443
2017-10-26 17:32:22.720694,1,BTC,47.81603261917829,1388778.0426131124
2017-10-27 17:32:22.720957,2,BTC,0.0322275338513451,942.3741970092525
2017-10-28 17:32:22.721326,2,BTC,0.014655614011793423,429.86727920663543
2017-11-02 17:32:22.722862,2,BTC,0.013230620908790848,389.1482936248649
2017-11-03 17:32:22.723151,2,BTC,0.1938194996132563,5941.909976003459
2017-11-04 17:32:22.723421,2,BTC,0.14623773598805762,4625.415632960387
2017-11-06 17:32:22.723972,2,BTC,0.023462554015698533,745.7975060176104
2017-11-07 17:32:22.724263,2,BTC,0.6850778303802322,25456.174650317753
