TimeStamp,Type,CoinId,Amount,CashValue
2019-03-08 23:22:29.337265,1,LTC,258.83257533401155,90000.0
2019-03-09 23:22:29.338360,2,LTC,12.245417395525887,4518.620147331239
2019-03-10 23:22:29.339082,2,LTC,7.687015875923518,2948.64472945132
2019-03-12 23:22:29.341866,2,LTC,1.9587058815573828,758.9236515166267
2019-03-18 23:22:29.347099,2,LTC,1.3313944905594903,519.4238436053129
2019-03-19 23:22:29.347285,1,BTC,3.4669897917963595,92410.11706908811
2019-03-19 23:22:29.348980,2,LTC,5.560927624352044,2233.8098317190597
2019-03-21 23:22:29.350681,2,BTC,0.006624361495170557,176.34496023760585
2019-03-22 23:22:29.353457,2,BTC,0.011936168878083662,319.1686465454259
2019-03-25 23:22:29.356823,2,BTC,0.005221056966790194,140.0083457382716
2019-03-26 23:22:29.358980,2,LTC,0.19658780083850244,79.10309285596304
2019-03-30 23:22:29.364850,2,LTC,2.8029318710615074,1146.4939339381672
2019-03-31 23:22:29.365419,2,BTC,0.010135698983557893,273.67942333975225
2019-04-01 23:22:29.366333,2,BTC,0.033973855025615285,929.7519897269085
2019-04-02 23:22:29.367369,1,ETH,98.80716276611035,92812.87410879254
2019-04-03 23:22:29.368860,2,BTC,0.009641286043219528,264.43564615135256
2019-04-03 23:22:29.369383,2,ETH,0.41436108697835383,391.49916673841653
2019-04-04 23:22:29.372561,2,BTC,0.03351799331308163,930.7439286355947
2019-04-04 23:22:29.374125,1,ZEC,230.43616477943885,93189.35550037501
2019-04-05 23:22:29.374633,2,BTC,0.23428080767005013,7451.640633529358
2019-04-05 23:22:29.375477,2,LTC,12.215461788134897,5645.562193233898
2019-04-05 23:22:29.375965,2,ZEC,0.4227368785895057,182.48095087599359
2019-04-06 23:22:29.376437,2,BTC,4.33879301764982e-16,1.4551915228366852e-11
2019-04-06 23:22:29.377277,2,LTC,27.753540869460593,15987.243968456038
2019-04-06 23:22:29.377753,2,ZEC,0.6707391410556041,315.1756727620668
2019-04-07 23:22:29.379120,2,ETH,2.642900222495352,2981.345134071016
2019-04-08 23:22:29.384131,2,LTC,0.6345661908365481,367.7162896650261
2019-04-09 23:22:29.385081,1,BTC,4.330815790569619e-16,1.4551915228366852e-11
2019-04-09 23:22:29.386745,2,LTC,0.007152334155765958,4.172322051599622
2019-04-11 23:22:29.389717,2,BTC,0.02363567361076934,832.1771992603026
2019-04-12 23:22:29.393726,2,ETH,0.5183331704627607,599.7825830910296
2019-04-12 23:22:29.394554,1,XRP,49663.334977996805,110195.9883591798
2019-04-13 23:22:29.395421,1,BTC,4.1052535392519145e-16,1.4551915228366852e-11
2019-04-13 23:22:29.397789,1,ETH,1.2246912496143128e-14,1.4551915228366852e-11
2019-04-13 23:22:29.399487,2,XRP,1749.6602832364304,4149.40286797841
2019-04-14 23:22:29.401192,2,BTC,4.3038618416107066e-16,1.4551915228366852e-11
2019-04-14 23:22:29.401665,2,ETH,4.227862045187683,5112.913842056252
2019-04-14 23:22:29.403519,2,XRP,1688.3043530702566,4019.546780476463
2019-04-14 23:22:29.403996,2,ZEC,3.2162224601419415e-14,1.4551915228366852e-11
2019-04-15 23:22:29.405569,2,XRP,334.7053054036623,796.8726908137614
2019-04-16 23:22:29.411358,1,ZEC,3.147622675762016e-14,1.4551915228366852e-11
2019-04-18 23:22:29.414542,1,BTC,4.1996767667951585e-16,1.4551915228366852e-11
2019-04-18 23:22:29.417140,2,XRP,18.321380687705986,43.90752428302949
2019-04-19 23:22:29.419297,2,ZEC,229.34268875979373,103634.423332864
2019-04-20 23:22:29.419787,2,BTC,0.025413663983434986,890.3813767833344
2019-04-21 23:22:29.424984,2,BTC,0.01837452036651975,649.4727009798371
2019-04-21 23:22:29.425919,2,XRP,45872.34365559876,98552.6205848445
2019-04-22 23:22:29.426435,2,BTC,0.010051429241764418,360.1251832095295
2019-04-23 23:22:29.429507,2,BTC,0.07244452396347041,2560.9541372823733
2019-04-23 23:22:29.429980,2,ETH,0.8363707077454546,974.4430071681418
2019-04-23 23:22:29.430095,2,LTC,186.43887321160543,80385.7300285997
2019-04-24 23:22:29.430602,2,BTC,0.036952344337309345,1318.3366015895735
2019-04-25 23:22:29.431488,2,BTC,0.11390224478594846,4277.421770086206
2019-04-29 23:22:29.436419,2,ETH,90.16733553324075,93982.31959712107
2019-05-04 23:22:29.441433,2,BTC,0.022364381367650735,831.383193818896
2019-05-05 23:22:29.442471,2,BTC,0.11694639343560138,4580.864886421856
2019-05-09 23:22:29.445717,2,BTC,0.05097910574899686,2044.2787067990866
2019-05-10 23:22:29.446398,2,BTC,0.011168142422529994,450.1768942664494
2019-05-10 23:22:29.446530,1,ETH,89.96879129685219,105586.50489245876
2019-05-11 23:22:29.447086,2,BTC,0.057252900827676804,2361.7518462519074
2019-05-12 23:22:29.448993,2,BTC,0.10248252849135005,4442.245447207417
2019-05-13 23:22:29.450301,2,BTC,0.15669577354237021,7404.188848977195
2019-05-13 23:22:29.451240,1,LTC,178.57889875327618,108821.1190926777
2019-05-14 23:22:29.452138,2,ETH,6.422005668564148,8419.95083987077
2019-05-15 23:22:29.453025,2,BTC,0.19801622867882707,10679.344025013488
2019-05-15 23:22:29.453963,2,ETH,1.1539367533306578e-14,1.455191522836685e-11
2019-05-16 23:22:29.456324,1,ZEC,232.56544273430373,116698.5006181597
2019-05-17 23:22:29.458064,2,ETH,8.172810232442856,13334.05991631247
2019-05-17 23:22:29.459858,1,XRP,41141.94412568153,122973.74776539429
2019-05-17 23:22:29.460496,2,ZEC,4.907502797247244,2650.880576858006
