TimeStamp,Type,CoinId,Amount,CashValue
2018-02-28 21:27:34.667986,1,USDT,79787.09140559961,500000
2018-04-16 21:27:34.668395,2,USDT,79787.09140559961,502243.15899544564
2018-04-16 21:27:34.668471,1,BNB,3612.591507233208,251121.57949772282
2018-04-16 21:27:34.668519,1,TRX,1397937.3500225956,251121.57949772282
2018-05-18 21:27:34.668645,2,BNB,3612.591507233208,336325.8622204142
2018-05-18 21:27:34.668693,2,TRX,1397937.3500225956,471859.80402803206
2018-05-18 21:27:34.668737,1,USDT,127663.05560720629,808185.6662484463
2018-07-20 21:27:34.669037,2,USDT,127663.05560720629,846005.317214245
2018-07-20 21:27:34.670072,1,BTC,9.404539314514931,423002.6586071225
2018-07-20 21:27:34.670137,1,ETH,130.24483045594533,423002.6586071225
2018-07-24 21:27:34.670198,2,ETH,130.24483045594533,377969.3754381258
2018-07-24 21:27:34.670245,2,BTC,9.404539314514931,392252.50646040967
2018-07-24 21:27:34.670288,1,USDT,115506.3635969719,770221.8818985354
2018-07-26 21:27:34.670403,2,USDT,115506.3635969719,766749.2581815401
2018-07-26 21:27:34.670458,1,BCH,71.0805440799344,383374.62909077003
2018-07-26 21:27:34.670503,1,LTC,676.9590328049857,383374.62909077003
2018-08-02 21:27:34.670567,2,BCH,71.0805440799344,378673.97462458874
2018-08-02 21:27:34.670612,2,LTC,676.9590328049857,379008.9098637186
2018-08-02 21:27:34.670655,1,USDT,112486.73271382044,757682.8844883074
2018-09-22 21:27:34.670896,2,USDT,112486.73271382044,773534.8318195803
2018-09-22 21:27:34.672036,1,EOS,10430.299456318013,386767.41590979014
2018-09-22 21:27:34.672095,1,TRX,2236347.929626314,386767.41590979014
2018-10-15 21:27:34.672205,2,EOS,10430.299456318013,328788.89727303036
2018-10-15 21:27:34.672254,2,TRX,2236347.929626314,339804.02955001645
2018-10-15 21:27:34.672297,1,USDT,97468.636908881,668592.9268230468
2018-11-07 21:27:34.672459,2,USDT,97468.636908881,675648.6575203303
2018-11-07 21:27:34.672516,1,TRX,3313766.17010017,337824.32876016514
2018-11-07 21:27:34.672559,1,XRP,119526.21228979874,337824.32876016514
2018-11-15 21:27:34.672623,2,TRX,3313766.17010017,337824.32876016514
2018-11-15 21:27:34.672668,2,XRP,119526.21228979874,333032.41243985156
2018-11-15 21:27:34.672710,1,USDT,97543.0513540692,670856.7412000167
2018-12-25 21:27:34.672909,2,USDT,97543.0513540692,669737.282888374
2018-12-25 21:27:34.672965,1,BTC,12.58215318300597,334868.641444187
2018-12-25 21:27:34.673010,1,BCH,257.59799137885057,334868.641444187
2019-01-12 21:27:34.673096,2,BCH,257.59799137885057,275753.0735280388
2019-01-12 21:27:34.673143,2,BTC,12.58215318300597,342972.2273744936
2019-01-12 21:27:34.673185,1,USDT,89296.9962132524,618725.3009025324
2019-02-17 21:27:34.673363,2,USDT,89296.9962132524,600568.3269501402
2019-02-17 21:27:34.673413,1,BTC,12.4214654141393,300284.1634750701
2019-02-17 21:27:34.673454,1,ETH,361.3017913507111,300284.1634750701
2019-04-29 21:27:34.673660,2,ETH,361.3017913507111,376588.4865613756
2019-04-29 21:27:34.673706,2,BTC,12.4214654141393,437570.99759399827
2019-04-29 21:27:34.673749,1,USDT,120303.12120700924,814159.4841553739
2019-05-13 21:27:34.673853,2,USDT,120303.12120700924,823883.9687399982
2019-05-13 21:27:34.673901,1,BTC,8.717979675025818,411941.9843699991
2019-05-13 21:27:34.673952,1,BCH,186.14836808318506,411941.9843699991
